"","min_2","max_other","macro_score","micro_T8","micro_T4","micro_Myeloid"
"DHFR",0.291017536704731,0.47,-0.178982463295269,1.1,0.54,0.76
"MSH3",0.787402120717781,2.09,-1.30259787928222,0.6,2.02,1.38
"RASGRF2",0.0171125611745514,1.58,-1.56288743882545,0.47,1.21,0.03
"CKMT2",0,0.46,-0.46,0.07,0,0
"ZCCHC9",1.65736541598695,2.03,-0.37263458401305,0.26,0.5,2.16
"ACOT12",0,0,0,0,0,0
"SSBP2",0.744550420627117,2.33,-1.58544957937288,0.65,1.67,0.96
"ATG10",0.859759380097879,1.3,-0.440240619902121,0.69,1.01,1.38
"RPS23",7.29889477977162,8.67926650366748,-1.38037172389587,1.05,1.07,1.54
"ATP6AP1L",0.179759380097879,0.71,-0.530240619902121,0.22,0.7,0.69
"TMEM167A",3.39419042936742,3.78,-0.385809570632579,0.4,3.55,3.11
"XRCC4",1.24158363378127,1.58,-0.338416366218726,0.45,1.23,2.04
"VCAN",0.515886048290178,6.06,-5.54411395170982,0.6,0.56,5.43
"HAPLN1",0,0.16,-0.16,0,0,0
"EDIL3",0.0296252594777669,2.59,-2.56037474052223,0.09,0.08,0.3
"COX7C",6.03858075040783,6.35049986416735,-0.311919113759515,0.19,0.44,0.899999999999999
"RASA1",0.85040986949429,1.91,-1.05959013050571,0.51,1.87,1.07
"CCNH",2.37816068515498,3.93,-1.55183931484502,0.21,0.9,2.74
"TMEM161B",0.687748776508972,1.41,-0.722251223491028,0.35,1.49,1.06
"MEF2C",0.169820823773626,4.38321651725075,-4.21339569347712,0.44,0.22,2.64
"CETN3",1.00480831973899,2.05,-1.04519168026101,0.44,0.5,1.45
"MBLAC2",0.0973164763458401,0.58,-0.48268352365416,0.32,0.54,0.77
"POLR3G",0.0963771441057577,0.249837000814996,-0.153459856709238,0.16,0.29,1.68
"LYSMD3",0.945848287112561,1.39,-0.444151712887439,0.47,1.3,1.41
"ARRDC3",2.88742455138662,4.51,-1.62257544861338,0.67,1.37,3.27
"NR2F1",0.0432186168469354,2.82,-2.77678138315306,0.17,0.01,0.19
"FAM172A",0.866743474714519,2.6,-1.73325652528548,0.58,2.2,1.1
"POU5F2",0.206060358890701,0.9,-0.693939641109299,0.19,0.84,0.94
"KIAA0825",0.110956362153344,0.47,-0.359043637846656,0.5,1.35,0.59
"MCTP1",0.180587785425544,3.03,-2.84941221457446,0.12,0.21,5.11
"FAM81B",0.0276215448486835,0.0149660418364575,0.012655503012226,0.08,0.03,0.07
"TTC37",1.5355852365416,2.58,-1.0444147634584,0.43,1.15,2.16
"ARSK",0.438896818923328,1.04,-0.601103181076672,0.52,1.4,1.92
"GPR150",0.0215273680760406,0.23,-0.208472631923959,0.01,0.17,0.13
"RFESD",0.419769575856444,0.4,0.0197695758564437,0.05,1.59,2.49
"SPATA9",0.0325822134819185,0.15,-0.117417786518081,0.07,0.15,1.05
"RHOBTB3",0.327645034414946,3.73,-3.40235496558505,0.47,0.49,3.66
"GLRX",3.71551294657489,4.66,-0.944487053425106,0.34,1.11,1.91
"ELL2",0.756665027859718,2.24,-1.48333497214028,0.18,1.35,2.9
"PCSK1",0,0.18,-0.18,0,0,0.3
"CAST",4.03646411092985,4.76,-0.723535889070146,0.97,0.97,4.52
"ERAP1",1.20724918433931,1.71,-0.502750815660685,0.54,1.89,1.96
"ERAP2",1.95666394779772,3.87094811192611,-1.91428416412839,1.23,1.43,3.13
"LNPEP",1.66133972267537,3.32,-1.65866027732463,0.47,1.43,1.78
"LIX1",0,0.29,-0.29,0,0,0.04
"RIOK2",0.997675367047308,2.11,-1.11232463295269,0.34,1.06,1.61
"RGMB",0.113747960848287,1.6,-1.48625203915171,0.24,0.32,0.17
"CHD1",2.15297716150082,3.42,-1.26702283849918,0.47,0.73,2.82
"FAM174A",1.28147219490877,2.77,-1.48852780509123,0.27,1.76,1.81
"ST8SIA4",2.17402732463295,2.28,-0.105972675367047,0.69,2.3,3.3
"SLCO4C1",0.0110608543646892,1.26,-1.24893914563531,0.06,0,0.23
"SLCO6A1",0,0,0,0,0,0
"PAM",0.946131729200652,3.35,-2.40386827079935,0.14,2.39,1.55
"GIN1",0.418301386623165,1.22,-0.801698613376835,0.24,1.48,1.38
"PPIP5K2",1.51684543230016,1.96,-0.443154567699837,0.37,1.54,1.84
"C5orf30",0.507100326264274,0.8,-0.292899673735726,1.05,0.7,3.03
"NUDT12",0.0906047197640118,1.19,-1.09939528023599,0.22,1.8,0.81
"EFNA5",0.158111745513866,1.2,-1.04188825448613,0.4,0.25,0.4
"FBXL17",0.7378955954323,1.36,-0.6221044045677,0.08,1.04,1.05
"FER",0.38000382388288,1.23,-0.84999617611712,0.12,0.65,2.36
"PJA2",2.378544045677,2.74,-0.361455954323002,0.38,0.81,2.75
"MAN2A1",1.40209166393532,2.07,-0.667908336064678,0.32,1.25,1.82
"TMEM232",0.0147308319738989,0.34,-0.325269168026101,0.04,2.09,0.04
"SLC25A46",1.44831973898858,1.89,-0.441680261011419,0.48,0.56,1.57
"TSLP",0.0221484759095379,0.87,-0.847851524090462,0.09,0.02,0.68
"WDR36",0.887748776508972,1.63,-0.742251223491028,0.49,1.51,1.2
"CAMK4",0.149655383360522,1.01,-0.860344616639478,0.88,1.89,0.29
"STARD4",1.27938872500819,1.95,-0.670611274991806,0.9,0.83,2.37
"NREP",0.420290068829892,3.07,-2.64970993117011,0.58,1.26,4.89
"EPB41L4A",0.0596913580246914,2.96,-2.90030864197531,0.18,0.26,0.91
"APC",0.943329934747145,1.93,-0.986670065252855,0.21,1.61,1.49
"CTC-487M23.8",0.025778955954323,0,0.025778955954323,0.08,0.14,0.07
"SRP19",2.81548327895595,3.49,-0.674516721044045,0.43,1.38,2.24
"REEP5",4.343117862969,4.86563433849497,-0.52251647552597,0.340000000000001,0.6,1.85
"ZRSR1",0.00736541598694943,0.23,-0.222634584013051,0.17,0.41,0.02
"DCP2",1.94619902120718,2.42,-0.473800978792822,0.46,1.31,3.82
"MCC",0.0637194127243067,2.02,-1.95628058727569,0.61,0.44,0.56
"YTHDC2",1.16598287112561,2.15,-0.984017128874388,0.3,0.49,1.46
"KCNN2",0,1.04,-1.04,0,0,0
"TRIM36",0.0212411231290287,0.14,-0.118758876870971,0.04,0.12,0.21
"PGGT1B",1.52596655791191,2.14,-0.614033442088092,0.2,0.64,2.61
"CCDC112",0.565165519501803,1.58,-1.0148344804982,0.24,2.3,1.94
"FEM1C",0.850287520391517,1.51,-0.659712479608483,0.64,1.22,1.38
"TMED7-TICAM2",0.0204878182016825,0.04,-0.0195121817983175,0.12,0,0.17
"TICAM2",0.00947230416256965,0.02,-0.0105276958374304,0,0.04,0.24
"TMED7",2.1639298590626,2.74,-0.576070140937398,0.33,1.16,2.76
"CDO1",0.193505301794454,1.06,-0.866494698205547,0.38,4.97,0.81
"ATG12",2.64354608482871,3.76,-1.11645391517129,0.62,0.56,3.23
"AP3S1",3.89873374849776,4.24,-0.34126625150224,0.5,1.52,2.97
"COMMD10",2.12259584013051,2.56,-0.437404159869494,0.18,2.53,3.06
"SEMA6A",0.00333005571943625,3.03,-3.02666994428056,0,0.02,0.03
"DTWD2",0.199104665137114,0.46,-0.260895334862887,0.07,0.36,1.31
"DMXL1",1.24657762482246,1.71826134202662,-0.471683717204161,0.61,1.36,1.91
"TNFAIP8",2.85950244698206,4.17632436837816,-1.3168219213961,0.87,1.48,4.09
"HSD17B4",1.0879170763684,2.4,-1.3120829236316,0.3,0.68,2.82
"PRR16",0.0136414290396591,2.74,-2.72635857096034,0.06,0.04,0.37
"SRFBP1",1.36878466557912,2.66,-1.29121533442088,0.41,0.56,1.79
"LOX",0.0489559543230016,3.34,-3.291044045677,0.44,0.27,0.08
"ZNF474",0,0.0389894050529747,-0.0389894050529747,0,0.12,0
"SNCAIP",0.029431880257839,0.49,-0.460568119742161,0.09,0.06,0.14
"SNX2",2.63864853053644,3.77878022276555,-1.14013169222912,0.27,0.86,2.3
"SNX24",0.350870206489675,1.13,-0.779129793510324,0.28,0.89,1.98
"PPIC",0.602914891292472,5.28,-4.67708510870753,0.62,0.97,2.17
"PRDM6",0.00957554900032776,1.73,-1.72042445099967,0.04,0.07,0.03
"CEP120",0.592145187601958,1.23,-0.637854812398042,0.7,1.32,1.43
"CSNK1G3",0.910309951060359,2.32,-1.40969004893964,0.49,0.87,2.05
"ZNF608",0.0560898066207801,1.96,-1.90391019337922,0.14,1.51,0.99
"GRAMD3",0.42180057096248,1.91,-1.48819942903752,0.24,2.26,2.26
"ALDH7A1",0.198402709494155,2.28,-2.08159729050585,0.19,0.28,0.65
"PHAX",1.75626019575856,2.55,-0.793739804241435,0.86,1.4,0.77
"TEX43",0,0,0,0.03,0.02,0
"LMNB1",1.71105424143556,1.54716653083401,0.16388771060155,1.73,2.2,2.92
"MARCH3",0.410383360522023,2.37,-1.95961663947798,0.26,1.54,1.89
"C5orf63",0.247373572593801,1.09,-0.842626427406199,0.31,1.13,1.19
"MEGF10",0.00224243417458757,0.0459250203748981,-0.0436825862003106,0.01,0,0.01
"PRRC1",1.54552168687862,2.25,-0.704478313121381,0.37,1.68,3.33
"CTXN3",0,0,0,0,0,0
"SLC12A2",0.417842577487765,2.48,-2.06215742251223,0.64,0.88,2.05
"FBN2",0.0136905932481154,0.28,-0.266309406751885,0,0.1,0.25
"SLC27A6",0,0.02,-0.02,0,0,0
"ISOC1",1.26627039151713,2.32,-1.05372960848287,0.13,1.4,2.7
"ADAMTS19",0,0,0,0,0,0
"KIAA1024L",0,0,0,0.03,0,0
"CHSY3",0.0147308319738989,0.74,-0.725269168026101,0.17,0,0.04
"HINT1",5.18780587275693,6.22,-1.03219412724307,0.170000000000001,0.21,3.03
"LYRM7",1.10937805872757,1.54,-0.430621941272431,0.17,0.88,1.89
"CDC42SE2",2.55601549755302,4.6,-2.04398450244698,0.49,0.51,4.1
"FNIP1",2.45163743882545,3.6,-1.14836256117455,0.48,0.84,2.95
"MEIKIN",0,0.0220374898125509,-0.0220374898125509,0,0,0.21
"ACSL6",0.00736541598694943,0.52,-0.512634584013051,1.47,1.72,0.02
"CSF2",0.0281586460032626,0.36,-0.331841353996737,1.05,0.71,0.05
"P4HA2",0.390981099093194,3.62,-3.22901890090681,0.13,0.32,1.24
"PDLIM4",1.04947185970636,3.74,-2.69052814029364,1.68,0.91,1.66
"SLC22A4",0.0192783786736589,0.5,-0.480721621326341,0.03,0.17,0.6
"SLC22A5",0.382908882333661,0.554971475142624,-0.172062592808963,0.24,0.59,0.55
"C5orf56",1.49618270799347,4.06,-2.56381729200652,0.34,0.68,3.04
"IRF1",3.26227365415987,5.52,-2.25772634584013,0.3,0.48,3.95
"IL5",0.000775701955642959,0.0101711491442543,-0.00939544718861132,0,0.02,2.21
"RAD50",1.64692292006525,2.62,-0.973077079934747,0.54,0.43,2.55
"IL13",0.0822308319738989,0.0230290681879924,0.0592017637859065,0.86,0.3,0.94
"IL4",0,0,0,0.04,0.1,0
"KIF3A",0.3788132137031,1.76,-1.3811867862969,0.61,0.47,1.29
"CCNI2",0.015089722675367,0.162681336593317,-0.14759161391795,0.64,0.8,0.05
"SEPT8",0.504086460032626,2.38,-1.87591353996737,0.66,0.88,1.16
"SOWAHA",0,0,0,0,0,0
"SHROOM1",0.108363924396373,1.91,-1.80163607560363,0.24,0.18,0.27
"GDF9",0.0153650081566069,0.19,-0.174634991843393,0.18,0.09,0.15
"UQCRQ",4.75912979351032,5.44,-0.680870206489677,0.26,0.66,1
"LEAP2",0.453507340946166,1.47,-1.01649265905383,0.5,2.03,1.28
"AFF4",1.97422308319739,3.04,-1.06577691680261,0.49,1.79,2.29
"ZCCHC10",2.37661092985318,2.88511817440913,-0.508507244555947,0.38,1.13,3.51
"HSPA4",2.07548327895595,2.81,-0.734516721044046,1.08,0.77,2.57
"FSTL4",0.00906402936378467,0.1,-0.0909359706362153,0.24,0.66,0.17
"C5orf15",2.18519392548891,3.95,-1.76480607451109,0.46,1.75,3.28
"VDAC1",3.82142139189337,4.18,-0.358578608106631,0.76,0.9,1.53
"TCF7",0.882681484502447,2.91,-2.02731851549755,1.18,1.33,1.85
"SKP1",5.2815660685155,5.95,-0.668433931484503,0.17,1.17,0.67
"PPP2CA",2.90900489396411,3.42,-0.510995106035889,0.37,0.76,2.42
"CDKL3",0.259755301794453,0.59,-0.330244698205546,0.24,0.7,0.35
"UBE2B",4.05972686550858,4.22,-0.160273134491423,0.22,0.45,1.86
"CDKN2AIPNL",1.34000407830343,2.17102146155936,-0.831017383255933,0.18,0.87,1.83
"JADE2",0.806300978792822,2.28,-1.47369902120718,0.27,1.99,1.45
"SAR1B",2.5181810766721,2.9,-0.381818923327895,0.84,1.17,1.58
"SEC24A",0.906602206926691,1.34,-0.433397793073309,0.41,1.2,1.32
"CAMLG",2.86532218597064,3.98,-1.11467781402936,0.18,0.44,2.76
"DDX46",3.02451060358891,4.26,-1.23548939641109,0.41,0.44,1.88
"C5orf24",1.56940864600326,3.22,-1.65059135399674,0.62,0.24,2.03
"TXNDC15",2.07623572593801,3.21392013039935,-1.13768440446134,0.38,1.65,2.91
"PCBD2",1.09192088091354,1.28164900842162,-0.189728127508084,0.54,1.02,1.3
"CATSPER3",0.0117781402936378,0.15,-0.138221859706362,0.06,0.39,0.04
"PITX1",0.0475693311582382,0.16,-0.112430668841762,0.23,0.05,0.08
"H2AFY",3.92574565716159,4.04,-0.114254342838414,0.890000000000001,0.899999999999999,2.66
"DCANP1",0,0,0,0,0,0.01
"TIFAB",0.00963454605047525,0.00986960065199674,-0.000235054601521484,0.03,0.05,3.35
"NEUROG1",0,0,0,0,0,0
"CXCL14",0.0993581339451546,2.55,-2.45064186605485,0.26,0.12,0.23
"RP11-119J18.1",0,0,0,0,0,0.01
"SLC25A48",0,0,0,0,0,0.19
"IL9",0,0,0,0,0,0
"TGFBI",0.808877963509232,4.51,-3.70112203649077,0.91,1.3,6.05
"SMAD5",1.11374592169657,2.8,-1.68625407830343,0.1,1.3,1.49
"SPOCK1",0.00695946684147274,1.88,-1.87304053315853,0.13,0,0.03
"KLHL3",0.0673123980424143,2.16,-2.09268760195759,0.34,1.26,0.15
"HNRNPA0",3.81845432300163,5.22,-1.40154567699837,0.0599999999999996,0.340000000000001,5.16
"PKD2L2",0.0131219412724307,0.09,-0.0768780587275693,0.04,0.08,0.15
"FAM13B",0.96964722675367,1.89,-0.92035277324633,0.27,0.67,1.37
"NME5",0.00736541598694943,0.56,-0.552634584013051,0.3,0.11,0.02
"BRD8",0.604551386623165,2.18,-1.57544861337684,0.3,1.82,1.34
"KIF20A",0.0860338499184339,0.22,-0.133966150081566,0.51,0.17,0.59
"CDC23",0.783452283849918,1.44,-0.656547716150081,0.45,1.26,1.47
"GFRA3",0.0488036709275647,0.138174409127954,-0.0893707382003896,0.17,0.02,1.6
"CDC25C",0.0793964110929853,0.217131214343928,-0.137734803250943,0.56,0.12,0.2
"FAM53C",2.18620106035889,3.97,-1.78379893964111,0.57,0.78,1.61
"KDM3B",0.863028140293638,1.54,-0.676971859706362,0.42,1.62,1.08
"REEP2",0.0477406199021207,0.25,-0.202259380097879,0.88,0.36,0.18
"EGR1",2.60588604829018,4.64,-2.03411395170982,1.09,1.08,4.31
"ETF1",2.32264503441495,2.62,-0.297354965585054,0.53,1.01,1.24
"HSPA9",2.78774265905383,3.34,-0.552257340946166,1,0.84,3.41
"CTNNA1",1.93774063148694,4.43,-2.49225936851306,0.95,1.76,3.29
"LRRTM2",0,0.23,-0.23,0.03,0,0
"SIL1",1.81851633344259,2.92,-1.10148366655741,0.2,0.94,2.23
"MATR3",0.0867638662316476,0.10494430861179,-0.0181804423801426,0.12,0.38,0.57
"PAIP2",4.17051590538336,4.88,-0.70948409461664,0.16,1.96,1.24
"SLC23A1",0.0160504752540151,0.0435289323553382,-0.0274784571013231,0.04,0.06,0.07
"MZB1",1.157705954323,5.30539255637055,-4.14768660204755,0.91,3.29,1.57
"PROB1",0.0102630505709625,0.42,-0.409736949429037,0.31,0.57,0.29
"SPATA24",0.348507340946166,0.67,-0.321492659053834,0.22,1.94,0.78
"DNAJC18",0.237816068515498,0.95,-0.712183931484502,0.56,1.25,0.36
"TMEM173",2.22858686786297,4.26,-2.03141313213703,0.73,1.18,3.28
"UBE2D2",3.7938927406199,5.01,-1.2161072593801,0.26,0.550000000000001,1.18
"CXXC5",0.746446520266579,3.00920130399348,-2.2627547837269,0.94,1.29,2.09
"PSD2",0.0279934747145188,0.02,0.00799347471451876,0.27,0,0.32
"NRG2",0.00736541598694943,0.67,-0.662634584013051,0.15,0.76,0.02
"PURA",1.2890191680261,2.56,-1.2709808319739,0.29,0.41,2.29
"IGIP",0.194037520391517,1.02,-0.825962479608483,0.67,0.7,0.37
"CYSTM1",2.17103408718453,4.15,-1.97896591281547,0.33,2.32,2.4
"PFDN1",2.88748776508972,3.38,-0.492512234910277,0.48,1.93,3.05
"HBEGF",0.333706981317601,2.92,-2.5862930186824,0.13,1.85,3.61
"SLC4A9",0,0,0,0,0,0
"ANKHD1",0.89797308319739,1.62,-0.72202691680261,0.32,1.26,1.33
"ANKHD1-EIF4EBP3",0.0583115823817292,0.53,-0.471688417618271,0.19,0.23,0.12
"SRA1",2.80828089151098,2.84,-0.0317191084890198,0.46,1.74,2.47
"EIF4EBP3",0.194199169671146,0.49,-0.295800830328854,0.14,0.68,1.04
"APBB3",0.727964055500929,0.91,-0.182035944499071,0.26,1.77,1.1
"SLC35A4",1.48898654159869,2.27,-0.781013458401305,0.38,2.31,0.74
"CD14",0.578575876761718,2.49,-1.91142412323828,0.68,0.98,5.65
"NDUFA2",4.23007210750574,4.39,-0.159927892494264,0.42,0.85,1.48
"TMCO6",0.429019168026101,0.9,-0.470980831973899,0.36,1.46,0.56
"IK",2.96280179445351,4.15,-1.18719820554649,0.0999999999999996,0.55,1.39
"WDR55",1.27568719412724,1.82,-0.544312805872757,0.34,1.09,1.52
"DND1",0.0290456769983687,0.06,-0.0309543230016313,0.07,0.18,0.04
"HARS",1.59709420880914,2.91,-1.31290579119086,0.54,0.77,0.89
"HARS2",0.592642740619902,1.14,-0.547357259380098,0.37,0.83,0.7
"ZMAT2",3.1890986949429,3.58,-0.390901305057096,0.56,3.77,1.98
"PCDHA1",0,0.203971746807933,-0.203971746807933,0,0.02,0
"PCDHA2",0,0,0,0,0,0
"PCDHA3",0,0.09,-0.09,0,0,0
"PCDHA4",0.00913908008303289,0.08,-0.0708609199169671,0.04,0,0.22
"PCDHA5",0,0.05,-0.05,0,0,0
"PCDHA6",0,0.07,-0.07,0,0,0
"PCDHA7",0,0.1,-0.1,0,0.11,0
"PCDHA9",0,0.29,-0.29,0.02,0,0
"PCDHA10",0,0.54,-0.54,0.02,0,0
"PCDHA11",0,0.02,-0.02,0,0,0
"PCDHA12",0,0.12,-0.12,0.04,0,0
"PCDHA13",0,0.13,-0.13,0,0,0
"PCDHAC1",0,0.06,-0.06,0,0,0
"PCDHAC2",0,0.04,-0.04,0,0,0
"PCDHB1",0.00368270799347471,0,0.00368270799347471,0.02,0,0.01
"PCDHB2",0.0457402120717781,0.93,-0.884259787928222,0.07,0.25,0.25
"PCDHB3",0,0.65,-0.65,0.14,0,0
"PCDHB4",0,0.95,-0.95,0.02,0,0
"PCDHB5",0.00968316398994865,0.68,-0.670316836010051,0.03,0.08,0.03
"PCDHB6",0,0.15,-0.15,0.02,0.04,0
"PCDHB7",0,0.72,-0.72,0.01,0,0
"PCDHB8",0,0.03,-0.03,0.02,0,0
"PCDHB16",0.00736541598694943,1.12,-1.11263458401305,0.07,0.16,0.02
"PCDHB10",0.00897226753670473,0.73,-0.721027732463295,0.06,0.12,0.04
"PCDHB9",0.0260848287112561,0.64,-0.613915171288744,0.31,0.41,0.07
"PCDHB11",0,0.24,-0.24,0,0.05,0
"PCDHB12",0,0.45,-0.45,0,0.05,0
"PCDHB13",0.0184135399673736,0.4,-0.381586460032626,0.22,0.1,0.05
"PCDHB14",0.0652834420880914,1.22,-1.15471655791191,0.21,0.1,0.13
"PCDHB15",0,0.72,-0.72,0,0,0.01
"TAF7",2.8775632137031,4.69,-1.8124367862969,0.34,0.95,2.01
"SLC25A2",0,0.0381472425971204,-0.0381472425971204,0,0,0
"PCDHGA1",0,0.12,-0.12,0,0,0
"PCDHGA2",0,0.01,-0.01,0.01,0.03,0
"PCDHGA3",0.00368270799347471,0.2,-0.196317292006525,0.2,0,0.01
"PCDHGB1",0,0,0,0.03,0.04,0
"PCDHGA4",0,0.0246835099157838,-0.0246835099157838,0,0,0
"PCDHGB2",0,0.0277940776962782,-0.0277940776962782,0.03,0,0
"PCDHGA5",0.00203976838195127,0.21,-0.207960231618049,0.01,0,0.03
"PCDHGB3",0,0,0,0,0,0
"PCDHGA6",0.00299755301794453,0.262770986145069,-0.259773433127125,0.2,0.22,0.3
"PCDHGA7",0.00368270799347471,0.11,-0.106317292006525,0.07,0.12,0.01
"PCDHGB4",0,0.01,-0.01,0,0,0
"PCDHGA8",0,0.29,-0.29,0.36,0.04,0
"PCDHGB5",0,0,0,0,0,0
"PCDHGA9",0,0.02,-0.02,0,0,0
"PCDHGB6",0,0.48,-0.48,0.06,0,0
"PCDHGA10",0.0620233803124659,0.76,-0.697976619687534,0.08,0.11,0.76
"PCDHGB7",0,0.21,-0.21,0,0,0.02
"PCDHGA11",0,0.17,-0.17,0,0,0.03
"PCDHGA12",0.00351524090462144,0.41,-0.406484759095379,0,0.05,0.07
"PCDHGC3",0,0.28,-0.28,0,0,0
"DIAPH1",1.63897634584013,3.8,-2.16102365415987,0.68,0.37,2
"HDAC3",1.85384991843393,2.46,-0.606150081566068,0.24,0.87,2.59
"RELL2",0.337579526916803,0.697256180385765,-0.359676653468962,0.28,1.2,0.42
"FCHSD1",0.451527324632953,1.36,-0.908472675367047,0.59,1.41,0.66
"ARAP3",0.0642659053833605,2.28,-2.21573409461664,0.28,0.23,0.11
"PCDH1",0.0793450234895663,2.86,-2.78065497651043,0.23,0.2,0.22
"KIAA0141",1.16099306688418,2.65,-1.48900693311582,0.31,2.02,1.89
"PCDH12",0.0313765978367748,3.49,-3.45862340216323,0.05,0.2,0.1
"RNF14",1.50890701468189,1.89,-0.381092985318108,0.42,2.1,1.27
"GNPDA1",1.87870862012455,2.16,-0.281291379875451,0.33,1,4.18
"NDFIP1",3.85728181076672,4.06,-0.202718189233278,0.43,1.01,4.17
"SPRY4",0.0283480825958702,1.67,-1.64165191740413,0.09,0.06,0.29
"FGF1",0,1.08,-1.08,0,0,0.02
"ARHGAP26",1.43049273462253,2.12,-0.689507265377472,0.74,1.59,1.9
"NR3C1",2.60076672104405,3.19,-0.589233278955954,0.62,1.64,3.12
"HMHB1",0,0,0,0.21,0.12,0
"YIPF5",1.92406810766721,3.14,-1.21593189233279,0.4,0.57,2.07
"KCTD16",0,0.5,-0.5,0,0.06,0
"PRELID2",0.388811864962307,1.06,-0.671188135037693,0.29,0.53,1.63
"SH3RF2",0.022300163132137,0.12,-0.097699836867863,0.27,0.52,0.22
"PLAC8L1",0.00607888124112313,0.06,-0.0539211187588769,0,0.13,0.03
"LARS",2.05650693311582,3.2,-1.14349306688418,0.33,0.54,3.19
"RP11-449H3.3",0.102249535671365,0.22,-0.117750464328635,0.19,0.28,0.49
"RBM27",0.681335644371941,1.17,-0.488664355628059,0.46,0.53,1.09
"TCERG1",1.48689641109299,2.62,-1.13310358890701,1.04,1.61,1.24
"PPP2R2B",0.0775387438825449,2.65,-2.57246125611745,0.39,2.08,0.61
"STK32A",0.0354484868349175,0.05,-0.0145515131650825,0.17,0.17,0.08
"DPYSL3",0.240674095924833,3.55,-3.30932590407517,0.4,0.35,0.43
"JAKMIP2",0.577002446982055,1.93,-1.35299755301794,0.21,0.88,2.74
"SPINK1",1.63572872282312,2.34319750067916,-0.707468777856045,2.45,1.51,5.35
"SCGB3A2",1.66360929853181,3.25156207552296,-1.58795277699115,1.8,1.06,2.39
"C5orf46",0.00672920065252855,1.11,-1.10327079934747,0.16,0.35,0.03
"SPINK5",0.395650606358571,1.26,-0.864349393641429,1.09,0.61,1.17
"SPINK14",0,0,0,0,0,0
"SPINK6",0,0,0,0,0,0.4
"SPINK13",0.0203867584398558,0.1,-0.0796132415601442,0.12,0,0.08
"SPINK7",0,0,0,0,0,0
"SPINK9",0.00368270799347471,0,0.00368270799347471,0,0.11,0.01
"FBXO38",0.897387846655791,1.24,-0.342612153344209,0.15,1.24,1.56
"HTR4",0,0,0,0,0,0
"ADRB2",1.15789151712887,4.08,-2.92210848287113,1.65,2.35,4.65
"SH3TC2",0.0067273025237627,0.07,-0.0632726974762373,0.03,0,0.14
"ABLIM3",0.0224401835463782,1.59,-1.56755981645362,0,0.18,0.62
"AFAP1L1",0.00611930514585382,3.03,-3.02388069485415,0.03,0,0.26
"GRPEL2",0.447479608482871,2.41,-1.96252039151713,0.53,1.22,0.61
"PCYOX1L",0.498158646003263,0.79,-0.291841353996737,0.3,1.42,1.15
"IL17B",0.00832513929859063,0.38,-0.371674860701409,0,0.05,0.06
"CSNK1A1",3.42332381729201,4.64,-1.21667618270799,0.32,1.11,4.02
"ARHGEF37",0.405811582381729,0.86,-0.454188417618271,0.41,0.93,0.58
"PPARGC1B",0.102439091008413,2.51,-2.40756090899159,0.4,0.08,0.82
"PDE6A",0.0277460941767726,0.59,-0.562253905823227,0.08,0.24,1.08
"SLC26A2",1.21073200043702,3.56,-2.34926799956298,0.49,0.71,4.98
"TIGD6",0.258348287112561,0.58,-0.321651712887439,0.18,1.46,0.31
"HMGXB3",1.36353792822186,2.1,-0.73646207177814,0.54,1.35,2.96
"CSF1R",0.131555774063149,0.452243955446889,-0.320688181383741,0.43,0.24,3.98
"PDGFRB",0.087084013050571,5.75,-5.66291598694943,1.41,0.3,0.11
"CDX1",0.00603588907014682,0.62,-0.613964110929853,0.09,0,0.02
"SLC6A7",0,0.01,-0.01,0,0,0.1
"CAMK2A",0,0.19,-0.19,0,0,0
"ARSI",0.0175641866054845,1.36,-1.34243581339452,0.03,0.14,0.31
"TCOF1",1.63183319738989,2.83825862537354,-1.20642542798365,0.44,2.36,3.25
"CD74",7.39284824647657,9.95940233632165,-2.56655408984509,0.7,1.4,4.61
"RPS14",8.33425163132137,9.7548274925292,-1.42057586120783,0.94,1.16,1.48
"NDST1",0.053713536545395,2.54,-2.48628646345461,0.12,0.14,0.81
"SYNPO",0.0963055828690047,3.79,-3.693694417131,0.35,0.22,0.67
"MYOZ3",0,0.19,-0.19,0,0.09,0
"RBM22",2.0707116639478,2.59,-0.519288336052202,0.8,0.59,2.61
"DCTN4",1.1387801813613,1.55,-0.411219818638698,0.34,0.76,1.92
"SMIM3",1.22275210313558,4.51,-3.28724789686442,0.87,1.97,3.71
"IRGM",0.0337214518760196,0.22,-0.18627854812398,0.29,0.25,0.25
"ZNF300",0.0572495356713646,0.6,-0.542750464328635,0.15,0.25,0.15
"GPX3",0.725103791106741,6.39,-5.66489620889326,0.92,1.38,3.88
"TNIP1",2.33812398042414,3.31334691659875,-0.975222936174607,0.27,4.02,3.14
"ANXA6",2.60809135399674,4.84,-2.23190864600326,0.82,3.39,3.8
"CCDC69",1.56101549755302,3.46,-1.89898450244698,0.31,0.97,2.42
"GM2A",0.704710477439091,2.23464547677262,-1.52993499933353,0.08,1.91,4.15
"SLC36A1",0.211047197640118,0.95,-0.738952802359882,0.25,0.38,1.81
"FAT2",0,0.01,-0.01,0,0,0
"SPARC",1.08481645362176,8.74,-7.65518354637824,1.49,1.42,2.38
"ATOX1",2.87856604392003,4.76,-1.88143395607997,0.38,1.86,2.68
"G3BP1",2.43921084828711,3.5,-1.06078915171289,0.39,0.35,2.78
"NMUR2",0,0.06,-0.06,0,0,0
