"","gene","target_score.x","target_score.y","target_score.x.1","target_score.y.1","target_score.x.2","target_score.y.2","target_score.x.3","target_score.y.3","target_score.x.4","target_score.y.4","score_avg"
"3430","COL6A1",-1.78,-2.43,-3.57,-1.32,-0.49,-4.24,-1.15,-1.21,-0.06,-2.62,-1.887
"3431","COL6A2",-3.06,-2.8,-2.57,-2.09,-1.69,-3.89,-1.49,-2.46,-1.11,-2.49,-2.365
"3432","COL6A3",-1.75,-2.43,-1.94,-0.04,-1.14,-0.87,-1.46,-0.93,-0.75,-0.43,-1.174
"3433","COL6A5",-0.75,0,NA,-0.08,-0.15,-0.25,NA,-0.24,NA,NA,-0.245
"3434","COL6A6",0,-0.03,-0.1,-0.19,0,-0.33,NA,-3.5,NA,-0.18,-0.54125
"3435","COL7A1",-0.93,-0.36,-0.41,-0.31,-0.27,-0.38,-0.08,-0.11,NA,-2.08,-0.547777777777778
"3436","COL8A1",-2.33,-1.81,-0.78,-0.53,-0.89,-0.92,-0.27,-0.6,NA,-0.73,-0.984444444444444
"3437","COL8A2",-1.38,-0.3,-2.25,-0.39,-2.54,-2.07,-0.85,-1.34,-0.34,NA,-1.27333333333333
"3438","COL9A1",0,-0.24,NA,-0.16,-0.2,-0.86,-0.17,-0.76,NA,-0.22,-0.32625
"3439","COL9A2",-0.4,-0.99,-2.37,-0.24,-0.99,-1,-1.29,-1.8,-1.15,-1.8,-1.203
"3440","COL9A3",-1.18,-2.18,-3.34,-1.15,-1.65,-3.21,-2.45,-2.63,-2.84,-3.94,-2.457
"3441","COLCA2",-0.38,NA,-0.03,NA,-0.39,-0.24,-0.2,-0.4,NA,-0.96,-0.371428571428571
"3442","COLEC10",-0.28,-0.16,NA,-0.18,-0.87,-0.48,-0.02,-0.13,NA,NA,-0.302857142857143
"3443","COLEC11",-0.87,-0.39,NA,-1.1,-0.21,-1.94,-1.3,-1.75,NA,-0.95,-1.06375
"3444","COLEC12",-1.23,-2.06,-1.96,-1.36,-4.43,-1.7,-0.86,-0.49,-0.21,-0.84,-1.514
"3445","COLGALT1",-1.72,NA,-2.8,NA,-2.43,-3.19,-1.62,-2.58,-1.15,-1.82,-2.16375
"3446","COLGALT2",-0.37,NA,-1.18,NA,-3.99,-0.83,-0.72,-0.79,-1.67,-0.6,-1.26875
"3447","COLQ",-1.32,-1.82,-1.72,-1.62,-1.72,-1.35,-1.26,-4.1,-0.43,-0.59,-1.593
"3448","COMMD1",-1.53,-2.39,-1.89,-0.4,-0.71,-0.65,-0.8,-1.9,-0.51,-1.47,-1.225
"3449","COMMD10",-2.56,-1.58,-0.88,-0.58,-0.74,-1.11,-0.71,-0.870000000000001,0.0700000000000003,-1.15,-1.011
"3450","COMMD2",-0.6,-1.66,-0.52,-0.55,-0.68,-0.74,-0.98,-1.13,-0.4,-0.75,-0.801
"3451","COMMD3",-0.96,-1.79,-1.12,-0.5,-1.27,-0.55,-1.39,-1.86,-1.41,-1.65,-1.25
"3452","COMMD3.BMI1",NA,-0.84,NA,-1.5,-1.47,NA,NA,-1.86,NA,-1.75,-1.484
"3453","COMMD4",-0.47,-1.6,-0.83,-1.31,-0.33,-1.32,-0.31,-1.14,-0.0299999999999998,-0.44,-0.778
"3454","COMMD5",-0.16,-0.33,-1.19,-0.58,-1.47,-1.33,-0.84,-0.85,-0.73,-0.79,-0.827
"3455","COMMD6",-1.05,-0.92,-0.56,-0.61,-0.82,-2.21,-0.199999999999999,-0.67,-0.63,-1.58,-0.925
"3456","COMMD7",0.0600000000000001,-1.38,-0.31,-0.88,-0.71,-0.55,0.0499999999999998,-2.53,0.28,-0.669999999999999,-0.664
"3457","COMMD8",-0.79,-1.05,-0.53,-0.45,-0.69,-0.74,-0.52,-0.78,-0.52,-0.69,-0.676
"3458","COMMD9",-1.19,-1.83,-1.11,-1.16,-1.48,-1.5,-1.42,-0.94,-1.26,-1.13,-1.302
"3459","COMP",-0.44,-0.05,NA,-0.02,-0.47,-0.96,-0.12,-0.07,NA,-0.4,-0.31625
"3460","COMT",-1.66,-2.65,-2.43,-1.56,NA,-1.97,-1.2,-1.98,-1.08,-1.15,-1.74222222222222
"3461","COMTD1",-1.25,-2.68,-0.96,-0.18,NA,-1.06,-1.08,-2.32,-0.99,-1.94,-1.38444444444444
"3462","COPA",-2.65,-0.83,-1.26,-0.75,-1.04,-2.88,-0.92,-0.58,-1.57,-1.7,-1.418
"3463","COPB1",-0.42,-0.84,-1.05,-0.46,-0.57,-0.98,-0.23,-1.33,-0.23,-1.37,-0.748
"3464","COPB2",-0.31,-2.32,-0.84,-0.97,-1.33,-0.39,-0.93,-1.92,-0.51,-0.74,-1.026
"3465","COPE",-0.76,-1.31,0.14,-0.28,-1.34,-0.68,-1.3,-1.85,-1.39,-1.2,-0.997
"3466","COPG1",-1.71,-1.73,-0.68,-0.7,-1.87,-0.51,-1.15,-1.95,-1.08,-1.34,-1.272
"3467","COPG2",-0.24,-0.59,-1.3,-0.89,-0.72,-0.75,-0.53,-0.88,-0.39,-0.25,-0.654
"3468","COPRS",-1.71,-1.77,-2.13,-1.29,-1.56,-2.22,-1.18,-4.05,-1.12,-1.74,-1.877
"3469","COPS2",-0.13,-0.56,-0.49,-0.48,-0.37,-0.5,-0.22,-1.64,-1.02,-1.26,-0.667
"3470","COPS3",-0.49,-1.07,-0.83,-0.83,-0.38,-0.72,-0.89,-1.48,-0.52,-1.01,-0.822
"3471","COPS4",-0.44,-0.77,-0.9,-0.5,-0.42,-0.84,-0.1,-1.74,-0.13,-1.59,-0.743
"3472","COPS5",-0.28,-1.64,-0.48,-0.33,-1.46,-0.59,-0.7,-1.22,-0.26,-0.82,-0.778
"3473","COPS6",-0.0800000000000001,-0.48,-0.97,-0.14,-0.51,-0.71,-0.02,-0.77,-0.04,-0.109999999999999,-0.383
"3474","COPS7A",-0.62,-1.82,-0.94,-0.3,-0.41,-0.96,-0.34,-1.16,-0.56,-0.59,-0.77
"3475","COPS7B",-0.46,-0.57,-1.33,-0.46,-1.3,-1.47,-0.41,-0.65,-0.57,-0.64,-0.786
"3476","COPS8",-0.81,-0.92,-0.85,-0.6,-0.24,-0.45,-0.25,-0.97,0.18,-1.1,-0.601
"3477","COPZ1",-0.65,-1.48,-0.62,0.0599999999999996,-1.03,-0.4,-0.72,-1.3,-0.71,-0.97,-0.782
"3478","COPZ2",-0.63,-1.67,-1,-0.9,-1.14,-1.14,-0.48,-0.87,-0.7,NA,-0.947777777777778
"3479","COQ10A",-1.23,-2.72,-1.15,-2.06,NA,-1.05,-1.32,-0.83,-0.99,-2.35,-1.52222222222222
"3480","COQ10B",-0.13,0.0899999999999999,-1.26,-0.46,NA,-0.31,0.0599999999999996,-0.87,-0.11,-0.57,-0.395555555555556
"3481","COQ2",-1.53,-1.24,-2.17,-0.89,NA,-1.51,-1.13,-2.3,-1.02,-1.34,-1.45888888888889
"3482","COQ3",-2.28,-1.61,-0.3,-0.47,NA,-0.99,-0.47,-2.15,-0.77,-0.33,-1.04111111111111
"3483","COQ4",-1.41,-0.44,-0.85,-1.04,NA,-1.66,-0.72,-3.47,-0.68,-1.36,-1.29222222222222
"3484","COQ5",-0.8,-1.25,-0.48,-0.72,NA,-0.95,-0.12,-1.21,-0.22,-0.51,-0.695555555555556
"3485","COQ6",-1.66,-0.92,-1.24,-0.7,NA,-1.01,-0.49,-0.55,-0.88,-1.02,-0.941111111111111
"3486","COQ7",-1.28,-3.33,-1.56,-0.7,NA,-1.08,-1.45,-1.92,-1.24,-3.2,-1.75111111111111
"3487","COQ9",-1.48,-0.71,-2.04,-0.36,NA,-0.46,-0.76,-0.68,-0.26,-1.35,-0.9
"3488","CORIN",0,-0.03,-0.15,-0.25,-0.12,-0.63,-0.27,-0.47,NA,-0.63,-0.283333333333333
"3489","CORO1A",-0.13,-0.53,-0.319999999999999,-0.579999999999999,-0.22,-0.380000000000001,-0.22,-0.529999999999999,-0.0599999999999996,0.11,-0.286
"3490","CORO1B",-2.42,-3.06,-0.82,-2.03,-1.67,-0.84,-1.49,-0.0499999999999998,-1.68,-3.46,-1.752
"3491","CORO1C",-2.06,-1.91,-2.81,-2.32,-2.03,-3.05,-1.9,-2.26,-2.05,-1.72,-2.211
"3492","CORO2A",-0.4,-0.81,-0.95,-1.01,-1.29,-0.38,-0.98,-1.44,-0.34,-1.22,-0.882
"3493","CORO2B",-0.44,-0.14,-1.31,-0.26,-0.67,-2,-0.05,-0.27,NA,NA,-0.6425
"3494","CORO6",-0.41,0.66,-0.39,-0.07,-0.16,-0.99,-0.34,-0.33,-0.01,-1.6,-0.364
"3495","CORO7",-0.16,0.0100000000000002,-0.73,-0.56,-0.43,-1.26,-0.37,-0.9,-1.93,-3.01,-0.934
"3496","CORO7.PAM16",-0.01,-0.91,NA,-1.17,-0.54,NA,NA,-0.85,NA,-1.18,-0.776666666666667
"3497","CORT",0,-0.6,NA,-0.66,-0.68,-0.39,-0.08,-0.52,NA,NA,-0.418571428571429
"3498","COTL1",-2.89,-1.48,-1.44,-0.55,-1.26,-1.94,-2.1,-2.1,-2.09,-2.05,-1.79
"3499","COX10",-0.21,-0.54,-0.92,-0.52,NA,-0.49,-0.54,-1.85,-0.13,-0.92,-0.68
"3500","COX11",-0.6,-2.05,-0.8,-0.66,NA,-0.54,-0.14,-1.09,-0.47,-1.77,-0.902222222222222
"3501","COX14",-0.149999999999999,-2,-0.71,-0.29,NA,-0.51,-0.26,-0.84,-0.25,-0.32,-0.592222222222222
"3502","COX15",-0.42,-1.47,-2.65,-0.59,NA,-1.1,-0.52,-0.87,-0.54,-0.96,-1.01333333333333
"3503","COX16",-4.58,-1.09,-1.42,-0.61,NA,-0.5,-0.64,-0.58,-0.53,-1.65,-1.28888888888889
"3504","COX17",-0.76,-1.57,-0.5,-0.39,NA,-0.72,-0.850000000000001,-1.31,-0.69,-1.12,-0.878888888888889
"3505","COX18",-0.42,-0.18,-0.94,-0.91,NA,-1.18,-1.54,-1.57,-1.49,-3.28,-1.27888888888889
"3506","COX19",-0.32,-2.26,-1.28,-1.01,NA,-4.85,-0.67,-1.48,-0.0999999999999996,-1.83,-1.53333333333333
"3507","COX20",-0.0700000000000003,-1.05,-0.84,-0.6,NA,-0.48,-0.51,-1.3,-0.15,-0.77,-0.641111111111111
"3508","COX4I1",-0.68,-0.930000000000001,-0.600000000000001,-0.42,NA,-0.58,-0.45,-0.72,-0.43,-0.73,-0.615555555555556
"3509","COX4I2",-1.33,-0.62,NA,-0.36,NA,-2.01,-1.17,-1.71,NA,-0.07,-1.03857142857143
"3510","COX5A",-0.79,-1.22,-0.279999999999999,-0.18,NA,-0.77,-0.800000000000001,-1.26,-1.04,-1.32,-0.851111111111111
"3511","COX5B",-0.460000000000001,-1.22,-0.0899999999999999,-0.59,NA,-0.609999999999999,-0.819999999999999,-1.2,-0.51,-1.16,-0.74
"3512","COX6A1",-0.39,-0.960000000000001,-0.0500000000000007,-0.29,NA,-0.470000000000001,-0.35,-1.3,-0.6,-0.930000000000001,-0.593333333333334
"3513","COX6A2",0,0,NA,0,NA,-0.11,-0.18,-0.01,NA,NA,-0.05
"3514","COX6B1",-0.95,-1.34,0.04,-0.56,NA,-3.47,-0.58,-1.42,-0.56,-1.28,-1.12444444444444
"3515","COX6B2",-0.41,-0.55,NA,-1.23,NA,-0.88,-0.74,-0.12,-0.51,-0.36,-0.6
"3516","COX6C",0.0200000000000005,-1.29,-0.32,-0.53,NA,-0.5,-0.100000000000001,-1.48,-0.0700000000000003,-1.5,-0.641111111111111
"3517","COX7A1",-4.03,-2.78,-2.1,-2.18,NA,-3.99,-1.72,-3.99,-0.4,NA,-2.64875
"3518","COX7A2",-0.69,-1.09,-0.0999999999999996,-0.26,NA,0.170000000000001,-1.04,-0.74,-1.18,-1.5,-0.714444444444444
"3519","COX7A2L",-2.06,-0.75,-0.62,-0.319999999999999,NA,-1.94,-0.85,-0.27,-0.14,-0.5,-0.827777777777778
"3520","COX7B",-1.84,-0.42,-0.0800000000000001,-1.12,NA,-0.41,-0.890000000000001,-1.73,-0.58,-1.2,-0.918888888888889
"3521","COX7B2",-0.08,0,NA,-0.16,-0.35,-0.35,-0.11,-0.93,NA,NA,-0.282857142857143
"3522","COX7C",-0.62,-1.49,-0.5,-0.829999999999999,NA,-1.18,-0.41,-0.99,-0.51,-0.890000000000001,-0.824444444444444
"3523","COX8A",-1.07,-0.8,-0.23,-0.47,NA,-4.08,-0.23,-1.44,-0.46,-1.15,-1.10333333333333
"3524","COX8C",-0.05,-0.06,NA,-0.02,NA,-0.1,-0.06,-0.03,NA,NA,-0.0533333333333333
"3525","CP",-1.55,-0.18,-1.48,-0.49,-0.43,-1.1,-1.06,-1.68,NA,-0.64,-0.956666666666667
"3526","CPA1",0,0,NA,-0.1,-0.11,-0.64,-7.52,-3.76,NA,NA,-1.73285714285714
"3527","CPA2",NA,NA,NA,-0.03,-1.62,-0.18,-4.95,-1.5,NA,NA,-1.656
"3528","CPA3",-8.36,-11.17,-8.92,-2.01,-2.09,-10.42,-7.56,-9.78,-8.36,-9.72,-7.839
"3529","CPA4",-0.25,-0.2,NA,-0.49,-0.23,-0.6,-0.02,-0.04,NA,NA,-0.261428571428571
"3530","CPA5",-1.77,-0.66,-1.56,-1.02,-1.32,-0.24,-1.04,-3.63,-0.21,NA,-1.27222222222222
"3531","CPA6",-0.1,0,NA,-0.29,-0.52,-0.15,NA,-0.06,NA,-0.19,-0.187142857142857
"3532","CPAMD8",-1.21,-0.1,-0.67,-0.11,-0.32,-2.35,-1.26,-0.89,-1.5,-1.22,-0.963
"3533","CPB1",-0.09,-0.84,-1.61,-0.03,-1.58,-0.69,NA,-0.25,NA,NA,-0.727142857142857
"3534","CPB2",-0.12,-0.07,NA,-0.07,NA,-0.14,-0.84,-3.85,NA,NA,-0.848333333333333
"3535","CPD",-1.86,-0.59,-3.02,-0.7,-0.45,-2.87,-0.8,-0.95,-0.89,-0.27,-1.24
"3536","CPE",-3.91,-1.81,-1.84,-0.85,-0.19,-2.74,-1.43,-1.44,NA,-1.2,-1.71222222222222
"3537","CPEB1",-0.05,-0.16,-0.78,-1.02,-0.04,-0.56,-0.61,-1.01,NA,-0.18,-0.49
"3538","CPEB2",-0.99,-0.95,-0.62,-0.72,-0.25,-0.69,-0.63,-1.68,-0.69,-0.87,-0.809
"3539","CPEB3",-0.28,-0.99,-1.14,-0.97,-1.08,-1.52,-0.51,-1.07,-0.54,-0.67,-0.877
"3540","CPEB4",-1.93,-2.12,-2.43,-0.49,-3.16,-3.3,-4.09,-3.54,-3.57,-2.47,-2.71
"3541","CPED1",-0.92,-1.87,-2.01,-1.7,-2.61,-2.6,-1.01,-1.73,-1.03,-1.9,-1.738
"3542","CPLX1",-2.62,-0.86,-0.86,-0.96,-1.37,-1.46,-0.99,-0.21,-0.1,NA,-1.04777777777778
"3543","CPLX2",-0.33,-0.02,NA,-0.31,-0.15,-0.87,-0.09,-0.4,NA,NA,-0.31
"3544","CPLX3",NA,-0.18,NA,-0.05,-0.07,NA,-0.15,0,NA,NA,-0.09
"3545","CPLX4",-0.01,NA,NA,-0.86,-0.06,-0.11,-0.02,-0.26,NA,NA,-0.22
"3546","CPM",-4.1,-3.96,-3.91,-1.33,-3.83,-3.75,-3.73,-4.48,-3.72,-3.17,-3.598
"3547","CPN1",NA,NA,NA,-0.55,-0.09,-0.53,-0.02,-1.06,NA,NA,-0.45
"3548","CPN2",NA,-0.07,NA,-0.26,-0.32,-0.62,-0.14,-3.77,NA,-0.5,-0.811428571428571
"3549","CPNE1",-0.21,-0.56,-0.81,-0.380000000000001,-0.68,-0.28,-0.39,-0.15,-0.31,-1.18,-0.495
"3550","CPNE2",0.18,-1.19,-0.99,-1.08,-1.61,-2.79,0.29,-0.47,-1.02,-0.69,-0.937
"3551","CPNE3",-3.72,-0.88,-0.27,-1.48,-3.12,-3.12,-3.4,-3.44,-1.5,-3.06,-2.399
"3552","CPNE4",-0.12,-0.16,NA,-0.06,-0.65,-0.32,NA,-0.72,NA,NA,-0.338333333333333
"3553","CPNE5",-3.27,-3.28,-5.2,-3.12,-5.24,-2.82,-4.92,-3.98,-4.14,-4.71,-4.068
"3554","CPNE6",-0.09,-0.01,NA,-0.1,NA,-0.24,NA,-0.22,NA,NA,-0.132
"3555","CPNE7",-3.02,-2.24,-1.8,-1.28,-1.42,-0.58,-1.9,-3.01,-2.42,-3.44,-2.111
"3556","CPNE8",-2.36,-3.4,-1.55,-1.95,-1.68,-1.73,-1.05,-2.22,-1.05,-2.37,-1.936
"3557","CPNE9",-0.19,-0.74,NA,-0.12,-0.27,-0.87,-0.12,-0.26,NA,NA,-0.367142857142857
"3558","CPO",NA,0,NA,-0.39,-0.03,-1.68,NA,-1.53,NA,NA,-0.726
"3559","CPOX",-0.36,-1.99,-0.77,-1.65,NA,-1.32,-1.18,-0.22,-0.12,-2.24,-1.09444444444444
"3560","CPPED1",-1.68,-1.5,-4.68,-1.21,-2.07,-2.95,-1.62,-2.75,-3.04,-1.91,-2.341
"3561","CPQ",-2.52,-1.81,-3.02,-1.76,-2.07,-1.66,-3.29,-2.11,-2.12,-2.26,-2.262
"3562","CPS1",-0.46,-0.53,-0.36,-0.24,NA,-0.52,-0.22,-3.09,NA,-0.17,-0.69875
"3563","CPSF1",-1.59,-1.45,-1.78,-1.04,-0.68,-0.81,-0.43,-1.13,-0.79,-1.37,-1.107
"3564","CPSF2",-0.2,-1.3,-0.48,-0.6,-0.28,-0.26,-0.31,-0.65,-0.28,-1.28,-0.564
"3565","CPSF3",-0.3,-1.85,-1.04,-0.78,-0.41,-0.83,-0.53,-0.4,-0.51,-0.34,-0.699
"3566","CPSF4",-0.7,-1.56,-0.39,-0.77,-0.45,-0.93,-0.57,-1.55,-1.01,-1.08,-0.901
"3567","CPSF4L",-0.16,0,NA,-0.1,0,-0.17,NA,-0.73,NA,NA,-0.193333333333333
"3568","CPSF6",-0.31,-0.68,-1.2,-0.14,-0.9,-0.15,0.00999999999999979,-1.39,0.0500000000000003,-0.47,-0.518
"3569","CPSF7",-0.49,-0.66,-1.45,-1.11,-1.18,-1.05,-0.0100000000000002,-1.84,-1.17,-0.41,-0.937
"3570","CPT1A",-1.04,-1.22,-0.94,-0.96,NA,-1.11,-0.94,-2.74,-1.48,-0.9,-1.25888888888889
"3571","CPT1B",-0.46,-0.39,-1.63,-0.65,NA,-0.45,-0.42,-2.17,-0.46,-2.05,-0.964444444444444
"3572","CPT1C",-1.11,-1.2,NA,-1.08,NA,-0.47,-0.17,-0.37,NA,-1.31,-0.815714285714286
"3573","CPT2",-0.71,-0.31,-0.6,-0.8,NA,-0.6,-0.33,-0.88,-0.68,-0.32,-0.581111111111111
"3574","CPTP",-1.51,NA,-1.03,NA,NA,-0.52,-1.39,-2.29,-0.97,-0.89,-1.22857142857143
"3575","CPVL",-8.03,-7.29,-3.46,-6.38,-7.28,-5.97,-7.45,-8.64,-5.68,-7.74,-6.792
"3576","CPXCR1",NA,NA,NA,NA,NA,-0.11,NA,-0.01,NA,NA,-0.06
"3577","CPXM1",-0.36,-0.81,-0.87,-1.46,-0.51,-0.48,-0.46,-1.01,NA,-0.51,-0.718888888888889
"3578","CPXM2",-2.11,-3.47,-1.01,-2.84,-0.13,-2.64,-0.26,-0.07,NA,-2.43,-1.66222222222222
"3579","CPZ",0,0,NA,-0.07,NA,-0.12,NA,-0.1,NA,-0.81,-0.183333333333333
"3580","CR1",-1.47,-1.32,-2.47,-2.63,-2.51,-2.94,-2.25,-1.82,-2.35,-2.95,-2.271
"3581","CR1L",-0.22,-0.46,NA,-0.82,-0.42,-0.49,-0.26,-0.33,NA,NA,-0.428571428571429
"3582","CR2",-2,-3.78,-2.92,-4.61,-4.08,-3.74,-1.98,-4.93,-2.57,-2.88,-3.349
"3583","CRABP1",-0.15,-1.29,-0.75,-0.8,-0.08,-0.21,NA,NA,NA,NA,-0.546666666666667
"3584","CRABP2",-1.52,-1.3,-1.89,-0.45,-0.38,-1.09,-0.16,-4.93,-0.01,-1.31,-1.304
"3585","CRACR2A",-0.5,NA,-2.06,NA,NA,-1.51,-1.19,-1.36,-0.92,-1.46,-1.28571428571429
"3586","CRACR2B",-2.16,NA,-1.32,NA,NA,-1.95,-2.36,-2.62,-2.18,-3.2,-2.25571428571429
"3587","CRADD",-1.23,-1.91,-0.97,-0.91,-0.4,-0.67,-0.57,-1.13,-1.28,-1.81,-1.088
"3588","CRAT",-0.47,-4.2,-1.58,-1.46,NA,-0.89,-1.05,-1.76,-0.81,-0.95,-1.46333333333333
"3589","CRB1",-0.06,-0.02,NA,-0.24,-0.59,-1.57,NA,-0.27,NA,-0.05,-0.4
"3590","CRB2",-0.32,-0.35,NA,-0.21,-0.28,-1,-0.24,-0.61,NA,NA,-0.43
"3591","CRB3",-2.22,-0.43,-1.32,-0.84,-0.45,-0.24,-0.6,-0.61,-0.55,-1.16,-0.842
"3592","CRBN",-1.25,-1.36,-1.72,-1.35,-1.16,-0.85,-0.870000000000001,-0.74,-0.79,-1.41,-1.15
"3593","CRCP",-0.52,-1.3,-1.27,-0.92,-0.48,-0.7,-0.78,-1.75,-0.68,-1.41,-0.981
"3594","CRCT1",-0.59,-0.01,NA,-1.2,NA,-0.24,-0.02,NA,NA,NA,-0.412
"3595","CREB1",-0.58,-1.22,-0.48,-0.28,-0.78,-0.53,-0.4,-1.06,-0.39,-1.49,-0.721
"3596","CREB3",-1.17,-1.9,-0.92,-0.9,-1.2,-0.26,-1.21,-2.15,-1.62,-1.65,-1.298
"3597","CREB3L1",-0.31,-0.31,-0.19,-0.4,-0.26,-1.32,-0.16,-0.09,NA,-0.94,-0.442222222222222
"3598","CREB3L2",-2.36,-4.06,-2.25,-0.6,-2.5,-1.36,-2.69,-2.31,-1.85,-2.69,-2.267
"3599","CREB3L3",-0.09,NA,NA,-0.14,-1.42,-0.2,-0.21,-2.02,-0.1,NA,-0.597142857142857
"3600","CREB3L4",-4.6,-0.4,-1.46,-1.61,-0.89,-0.74,-0.58,-0.86,-0.96,-2.02,-1.412
"3601","CREB5",-2.03,-0.95,-4.39,-1.07,-2.81,-3.93,-1.95,-1.72,-3.1,-4.67,-2.662
"3602","CREBBP",-0.75,-0.55,-2.17,-0.34,-0.81,-0.57,-0.66,-0.97,-0.6,-2.51,-0.993
"3603","CREBL2",-2.2,-0.72,-1.31,-0.81,-2.13,-1.82,-1.32,-2.01,-1.09,-0.98,-1.439
"3604","CREBRF",-1.07,-0.64,-0.91,-1.09,-1.75,-0.85,-0.64,-4,-0.81,-1.27,-1.303
"3605","CREBZF",-0.55,-1.62,-0.52,-0.71,-0.52,-1.23,-0.64,-1.98,-1.07,-1.14,-0.998
"3606","CREG1",-3.66,-2.98,-3.64,-3.39,-4.68,-4.29,-3.55,-3.66,-2.86,-3.05,-3.576
"3607","CREG2",-0.95,-0.01,NA,-0.37,-0.66,-0.94,-0.15,-0.77,NA,-0.29,-0.5175
"3608","CRELD1",-0.88,-0.96,-1.49,-1.23,-1.46,-1.55,-0.66,-1.29,-0.8,-0.83,-1.115
"3609","CRELD2",-2.98,-2.09,-2.05,-0.43,-2.77,-0.18,-2.86,-3.94,-3.18,-3.9,-2.438
"3610","CREM",-0.38,-0.66,-0.68,-0.54,-0.31,-0.23,-0.36,-0.6,-0.0599999999999996,-1.33,-0.515
"3611","CRH",0,NA,NA,-0.29,0,-0.11,NA,-0.16,NA,NA,-0.112
"3612","CRHBP",-0.36,-0.46,-0.68,-1.17,-0.73,-0.55,-2.86,-0.6,-0.08,NA,-0.832222222222222
"3613","CRHR1",-0.3,-0.44,NA,-0.01,-0.09,-0.24,NA,-0.06,NA,-0.12,-0.18
"3614","CRHR2",-0.17,-0.01,NA,-0.03,NA,-1.2,NA,-0.34,NA,NA,-0.35
"3615","CRIM1",-3.59,-2.86,-2.11,-2.62,-1.15,-3.44,-0.65,-1.65,-1.02,-2.94,-2.203
"3616","CRIP2",-5.96,-8.04,-2.25,-6.26,-1.42,-6.38,-2.49,-2.09,-2.14,-7.42,-4.445
"3617","CRIP3",-1.02,-1.49,-1.1,-2.07,-0.94,-0.67,-1.72,-1.64,-0.08,NA,-1.19222222222222
"3618","CRIPAK",-0.65,-1.08,-0.77,-0.3,-0.6,NA,-0.98,NA,-0.21,-1.37,-0.745
"3619","CRIPT",-0.29,-0.53,-0.88,-0.16,-0.0699999999999998,-0.54,-0.53,-2.19,-0.04,-0.55,-0.578
"3620","CRISP1",NA,-0.01,NA,-0.07,-0.24,-0.14,-0.82,-0.34,NA,NA,-0.27
"3621","CRISP2",-0.06,NA,NA,-0.05,-0.04,-0.08,NA,-0.03,NA,NA,-0.052
"3622","CRISP3",-0.27,-0.01,-0.37,-0.29,-0.01,-1.63,NA,-0.04,NA,NA,-0.374285714285714
"3623","CRISPLD1",-0.81,-1.63,-3.81,-1.33,-0.11,-1.32,-0.61,-1.73,NA,-0.81,-1.35111111111111
"3624","CRISPLD2",-1,-2.03,-3.07,-0.64,-1.76,-2.36,-1.64,-1.68,-3.03,-2.11,-1.932
"3625","CRK",-1.8,-1.87,-1.43,-0.92,-0.92,-0.8,-0.39,-1.62,-0.54,-2.15,-1.244
"3626","CRKL",-0.1,-1.05,-0.94,-0.04,-0.21,-0.28,-0.0600000000000001,-1.79,-0.67,-1.14,-0.628
"3627","CRLF1",-0.71,-0.01,-0.24,-0.63,-0.32,-0.4,-0.12,-0.9,NA,NA,-0.41625
"3628","CRLF3",-0.72,-1.56,-0.55,-1.32,-0.75,-0.42,-0.21,-1.47,-0.13,-0.62,-0.775
"3629","CRLS1",-0.52,-1.89,-0.69,-1.79,NA,-0.62,-1.38,-0.86,-1.05,-2.06,-1.20666666666667
"3630","CRMP1",-0.57,-0.3,-0.53,-1.05,-0.3,-2.06,-0.05,-1.27,NA,-1.12,-0.805555555555556
"3631","CRNKL1",-0.38,-1.02,-2.19,-0.76,-0.29,-0.81,-0.37,-0.9,-0.88,-0.49,-0.809
"3632","CRNN",NA,-0.36,NA,-1.4,NA,-0.1,NA,-0.08,NA,NA,-0.485
"3633","CROCC",-1.32,-0.28,-0.97,-0.59,-0.39,-0.56,-0.07,-0.86,-0.21,-0.57,-0.582
"3634","CROT",-0.69,-1.91,-2.25,-2.04,NA,-0.33,-0.79,-0.42,-0.61,-2.04,-1.23111111111111
"3635","CRP",-0.03,-0.09,NA,-0.33,-0.03,-0.16,-1.55,-0.96,NA,NA,-0.45
"3636","CRTAC1",-0.44,-2.21,-0.53,-1.2,-0.19,-0.03,-0.02,-0.09,NA,-0.23,-0.548888888888889
"3637","CRTAM",-3.56,-4.25,-2.53,-3.24,-2.3,-4.36,-4.21,-5.08,-4.43,-4.7,-3.866
"3638","CRTAP",-1.98,-2.89,-1.37,-2.03,-2.49,-2.73,-2.67,-1.53,-2.91,-1.85,-2.245
"3639","CRTC1",-1.07,-0.77,-1.7,-0.79,-1.34,-0.63,-0.33,-2.28,-0.75,-0.78,-1.044
"3640","CRTC2",-1.1,-1,-0.32,-0.58,-0.79,-0.54,-0.25,-1.25,-0.29,-1.67,-0.779
"3641","CRTC3",-1.26,-1.04,-1.26,-0.77,-1.38,-0.58,-0.78,-1.32,-1.1,-2.84,-1.233
"3642","CRX",-0.17,-0.41,NA,-1.03,-0.19,-1.22,-0.35,-0.84,NA,-0.1,-0.53875
"3643","CRY1",-0.81,-0.97,-1.18,-1.02,NA,-0.38,-0.38,-1,-0.44,-2.9,-1.00888888888889
"3644","CRY2",-0.68,-1,-1.87,-0.78,-0.87,-0.49,-0.62,-1.9,-0.69,-2.35,-1.125
"3645","CRYAB",-1.05,-1.6,-1.19,-2.81,-0.1,-2.09,-0.72,-1.61,-0.19,-1.06,-1.242
